,asprin-1.2.0-decision-100-rnd-n1,asprin-1.2.0-decision-100-dissimilarityPositive-n1,asprin-1.2.0-decision-100-n1,asprin-1.2.0-decision-100-dissimilarityAll-n1,asprin-1.2.0-decision-100-dissimilarityAllE-n1,asprin-1.2.0-decision-100-dynamic-n1,asprin-1.2.0-decision-100-nosave-n1,asprin-1.2.0-decision-100-pguide-n1,asprin-1.2.0-decision-100-dissimilarityPositiveE-n1
41,0.318950243902,0.32040945591000003,0.31981658536599999,0.32014829268299999,0.32386461538450001,0.31797463414600002,0.31981658536599999,0.31797463414600002,0.32386461538450001
42,0.31936445993000001,0.31993288662550001,0.31968780487800003,0.32027874564499997,0.32338197087450005,0.31815284552799999,0.31968780487800003,0.31815284552799999,0.32338197087450005
43,0.31902901439600001,0.31967015929800002,0.31988660022100002,0.320389811739,0.32331149160899997,0.31817851605800002,0.31988660022100002,0.31817851605800002,0.32331149160899997
44,0.31866046511599999,0.31931136770199997,0.32001353065499999,0.32050739957699997,0.32309741421350002,0.31808202959800003,0.32001353065499999,0.31808202959800003,0.32309741421350002
45,0.31904323232300003,0.31947797979799997,0.31981252525300002,0.32043959595999999,0.32277793317800002,0.31810262626300001,0.31981252525300002,0.31810262626300001,0.32277793317800002
46,0.31880966183600001,0.31935518394649998,0.31994125603899998,0.320380289855,0.32228304719449996,0.31816966183599998,0.31994125603899998,0.31816966183599998,0.32228304719449996
47,0.31924218316399999,0.31909542446450001,0.31940203515299997,0.32084958371900002,0.32224219739549997,0.31822978723399997,0.31940203515299997,0.31822978723399997,0.32224219739549997
48,0.31916879432599998,0.31875270049100002,0.31956312056699998,0.32085673758900002,0.32218412438599997,0.31840283687900001,0.31956312056699998,0.31840283687900001,0.32218412438599997
49,0.319197278912,0.31886582940899999,0.31958095238099998,0.32045442176900002,0.32199623233950003,0.31841632653099999,0.31958095238099998,0.31841632653099999,0.32199623233950003
50,0.319017795918,0.318631233909,0.319459265306,0.32080979591800002,0.32210858398749997,0.31850057142900001,0.319459265306,0.31850057142900001,0.32210858398749997
51,0.319008627451,0.31857641025650002,0.31950305882399999,0.32032376470599999,0.32198004223249999,0.31851419607800002,0.31950305882399999,0.31851419607800002,0.32198004223249999
